s,alpha,beta1,beta2,rho2,r,v1,v2,theta,lambda,sigma,phi,phi0,phi1,gamma,pi,phi2,gamma1,rho,rho1,omega,omega1
0.8397371322408986,0.04930867849414408,0.003194306561430208,0.00046092119425632103,0.019531693250553327,0.8789276738745738,0.0023158425631014785,0.0001076743472915291,0.47652628070325237,0.052712800217929824,0.0009536582307187538,0.09534270246429744,0.5120981135783017,0.008086719755342203,0.003310032866994787,0.0018875424941518055,0.17974337759331152,0.010314247332595275,0.009091975924478789,0.025763088895994123,0.057328243844607774,0.09774223699513465
